scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level
Styracosaurus,Styracosaurus albertensis,Spiked lizard,Herbivore,5.609444252988911,2502.030990638309,2.355505770085559,Quadrupedal,Late Cretaceous,North America,Ceratopsian with dramatic frill and horns,1913,Alberta Canada,Single nose horn and frill spikes,Medium
Yuanmousaurus,Yuanmousaurus jiangyiensis,Yuanmou lizard,,16.109590652695452,26509.61538713293,6.403895958120561,Quadrupedal,Middle Jurassic,China,Early sauropod with long forelimbs,2006,"Yunnan, China",Partial skeleton discovered in Yunnan,Medium
Huaxiagnathus,Huaxiagnathus,China jaw,Carnivore,2.3412809684700457,41.60804458953145,1.1090692886312827,Bipedal,Early Cretaceous,Asia (China),Primitive compsognathid theropod,2009,China,Slender build with sharp teeth,High
Gannansaurus,Gannansaurus,Gannan lizard,Herbivore,14.04528909364187,11542.08417405048,4.869006120424195,Quadrupedal,Late Cretaceous (Santonian–Campanian),Asia (China),Titanosauriform sauropod from southern China,2013,"Nankang District, Jiangxi Province",Poorly known; based on vertebrae and ribs,Low
Gracilisuchus,Gracilisuchus,slender crocodile,Carnivore,0.939177451812321,,-0.5484860974278998,Bipedal,Early to Middle Triassic,South America (Argentina),"Early archosaur, close to dinosaur lineage",1970,"Los Chañares Formation, Argentina",Important for archosaur evolution,Medium
Bambiraptor,Bambiraptor,La Amarga lizard,Herbivore,10.197647300933752,,3.6320088548334084,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Anzu,Anzu,feathered demon,Omnivore,3.5243738498628097,189.20674038027067,1.787845239231196,Bipedal,Late Cretaceous (Maastrichtian),"North America (South Dakota, USA)",Oviraptorosaur with crest and claws,2014,"Hell Creek Formation, South Dakota","Crested head, long arms, birdlike body",High
Rukwatitan,Rukwatitan,Rukwa titan,Herbivore,19.811838021349438,35370.443833935795,5.443297682078496,Quadrupedal,Late Cretaceous,Africa,Titanosaur sauropod,2014,Tanzania,Large sauropod,Medium
Hypselospinus,Hypselospinus,high ridge spine,Herbivore,5.453245095834835,182.42756581406897,1.8543593142342993,Bipedal,Early Cretaceous,Europe (UK),Iguanodontian ornithopod,2010,England,Moderate-sized herbivore with spines,Low
Kurupi,Kurupi,Mythical creature (Guaraní mythology),Herbivore,3.1426001490710886,273.1266955506538,1.1968208264780813,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2021,Argentina,Small theropod,Small
Ceratosuchops,Ceratosuchops,Horned crocodile face,Carnivore,7.670492498801648,2037.14776552438,2.852988672642126,Bipedal,Late Cretaceous,Europe,Theropod dinosaur,2019,UK,Large predator,Large
Itapeuasaurus,Itapeuasaurus,Itapeua lizard (named after Itapeua),Herbivore,10.413247408262908,14895.880855577374,4.693726768732861,Quadrupedal,Late Cretaceous,Asia (Brazil),Large titanosaurian sauropod,2019,Brazil,Massive body and long neck,Low
Akainacephalus,Albertadromeus,runner from Alberta,carnivor,1.9648219014750283,43.57662702798451,0.5158436516690564,Bipedal,Late Cretaceous (Campanian),North America (Alberta),Cursorial herbivore; likely traveled in herds,2013,"Oldman Formation, Alberta",Elongated tibia and fused fibula for speed,Low
Gigantspinosaurus,Gigantspinosaurus,giant-spined lizard,,4.002700412343394,,1.8534744195365496,Quadrupedal,Late Jurassic (Oxfordian),Asia (China),Stegosaur with extremely large shoulder spines,1992,"Upper Shaximiao Formation, Sichuan",Unusual defensive adaptation with giant spikes,Low
Dzharaonyx,Dzharaonyx,Dzhara claw,Carnivore,2.5108071485574612,36.39494148048959,0.9406068071134374,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2013,Asia,Small theropod,Small
Fostoria,Fostoria,after Robert Foster,Herbivore,5.117231814198454,520.2877205809214,1.5374731540903364,Bipedal,Cretaceous (Cenomanian),Australia (New South Wales),Iguanodontian ornithopod; multiple individuals found,2019,"Griman Creek Formation, Australia",Improves understanding of Aussie ornithopods,Medium
Barilium,Barilium,heavy ilium,Herbivore,7.388223413490963,3209.2686177972705,-3.280957463362112,Quadrupedal,Early Cretaceous (Valanginian),Europe (England),Iguanodontian dinosaur; robust build,2010,"Wealden Group, East Sussex","Once confused with Iguanodon; large, heavy limb bones",Medium
Secernosaurus,Secernosaurus koerneri,Separated lizard,carnivor,,793.8208954775756,1.3586977549880266,Bipedal/Quadrupedal,Late Cretaceous (Campanian–Maastrichtian),Argentina,South America’s first hadrosaurid with duckbill and strong limbs,1979,Argentina,Possibly migrated from North America; unique limb proportions,Medium
Protarchaeopteryx,Protarchaeopteryx,First ancient wing,Carnivore,0.9836929741854301,14.221183810192786,0.5152710742562482,Bipedal,Late Jurassic,Asia,Theropod dinosaur,1997,China,Feathered dinosaur,Medium
Ninjatitan,Ninjatitan,Ninja titan,OMNIVORE,18.113972940222066,,7.4493460142837975,Quadrupedal,Late Cretaceous,South America,Sauropod dinosaur,2019,Argentina,Large sauropod,Large
Dolichosuchus,Dolichosuchus,long crocodile,Carnivore,3.584207109746311,217.57105860074995,1.5608081781075356,Bipedal,Triassic (Norian),Europe (Germany),Early theropod known from leg bones; fragmentary,1932,"Norian deposits, Germany",Possibly a coelophysoid or nomen dubium,Unknown
Sinosauropteryx,Sinosauropteryx,"Chinese lizard wing  ",Carnivore,1.075383054700601,3.9288460440916624,0.3204284998120513,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,1996,China,Small feathered dinosaur,Medium
Xenoceratops,Xenoceratops,Foreign horned face,Herbivore,4.9920882947282825,1869.1647186646164,1.6319368824331129,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,2012,Canada,Large horned dinosaur,Large
Oshanosaurus,Oshanosaurus,Oshano lizard,Herbivore,10.593682138912222,4541.65282175689,3.356051023430683,Bipedal,Early Cretaceous,Asia (China),Sauropod dinosaur,1999,China,Primitive sauropod,Unknown
Hanwulosaurus,Hanwulosaurus,Hanwulo lizard,Herbivore,8.228919556398344,2087.077433559839,2.5642787633069677,Quadrupedal,Late Jurassic,Asia (China),Sauropod dinosaur known from vertebrae and limb bones,2001,"Inner Mongolia, China",Related to mamenchisaurids,Low
Alxasaurus,Alxasaurus,Alxa lizard,Omnivore,4.183985527734556,,1.9515934433312503,Bipedal,Early Cretaceous (Aptian),"Asia (Inner Mongolia, China)",Therizinosauroid with long claws and likely feathered,1993,"Bayin-Gobi Formation, Inner Mongolia","Long claws, small head, herbivorous traits in theropod",High
Supersaurus,Supersaurus vivianae,Super lizard,Herbivore,,,7.927241757300846,Quadrupedal,Late Jurassic,North America,One of the longest sauropods ever found,1972,Colorado USA,Extremely long neck and tail,Low
Prosaurolophus,Prosaurolophus,Before Saurolophus,Herbivore,7.7515894960337235,2778.161223764446,2.9500529402291304,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,1916,USA,Well-known hadrosaur,Medium
Shixinggia,Shixinggia,Shixing lizard,Herbivore,6.292655095686442,2955.866883271793,2.296880502475776,Quadrupedal,Late Cretaceous,Asia,Hadrosaurid dinosaur,2006,China,Medium hadrosaur,Medium
Emausaurus,Emausaurus,Alvarez's lizard,Carnivore,2.0145264721132286,20.973563982002453,0.7952080569926577,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium
Brasilotitan,Brasilotitan,Brazil titan,Herbivore,14.761675462566618,,4.5739889620349015,Quadrupedal,Late Cretaceous (Maastrichtian),South America (Brazil),Titanosaurid sauropod with unique vertebrae,2013,"Adamantina Formation, São Paulo",Possesses notched jaw and distinct vertebrae features,Low
Iguanacolossus,Iguanacolossus,Iguana colossus,Herbivor,9.058529759146857,3938.0104057645967,3.728395844500042,Bipedal,Early Cretaceous,North America,Large iguanodontian dinosaur,2010,USA,Robust limbs and large size,Low
Duriatitan,Duriatitan,Dorset titan,Herbivore,25.66101022870571,18207.54840402731,4.67672766074645,Quadrupedal,Late Jurassic (Tithonian),Europe (England),Titanosauriform known from partial forelimb,2010,"Kimmeridge Clay, Dorset, England",Possibly related to Europasaurus or Brachiosauridae,Low
Ichthyovenator,Ichthyovenator,fish hunter,Carnivore,8.71096601423406,3666.202342546896 kg,3.781023712985027,Bipedal,Middle Cretaceous,Asia (Laos),Spinosaurid with a unique sail,2012,Laos,Marine fish-eating adaptations,Medium
Anasazisaurus,Anasazisaurus,Anasazi lizard,Herbivore,9.17396969836679,3201.2813012060637,3.0586166726300834,Quadrupedal,Late Cretaceous (Campanian),"North America (New Mexico, USA)",Hadrosaurid with raised nasal crest,1993,"Kirtland Formation, New Mexico",Crested skull; named after Anasazi culture,Low
Akainacephalus,Albertadromeus,runner from Alberta,Herbivore,1.8395908463934179,,0.5352686700339326,Bipedal,Late Cretaceous (Campanian),North America (Alberta),Cursorial herbivore; likely traveled in herds,2013,"Oldman Formation, Alberta",Elongated tibia and fused fibula for speed,Low
Barapasaurus,Barapasaurus,Sand lizard,Herbivore,3.7396034297714706,296.46060539821286,-1.1162315572732826,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Rebbachisaurus,Rebbachisaurus,Rebbach lizard,Herbivore,12.628435706213649,6501.070661747911,6.0745389506831415,Quadrupedal,Early Cretaceous,Africa (Morocco),Long-necked sauropod with distinctive vertebrae,1954,Morocco,Tall neural spines,Low
Uberabatitan,Uberabatitan,Uberaba titan,,18.011795803408077,31559.533129674583,7.081682043294351,Quadrupedal,Late Cretaceous,South America,Sauropod dinosaur,2004,Brazil,Large sauropod,Large
Sirindhorna,Sirindhorna,"Sirindhorn’s horn  ",Herbivore,6.853887451005146,3698.4960433624715,2.7402323151949166,Quadrupedal,Late Cretaceous,Asia,Hadrosaurid dinosaur,2015,Thailand,Medium hadrosaur,Medium
Triceratops,Triceratops,"Three-horned face  ",Herbivore,8.44880359628969,5483.088561650593,3.199551235725858,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,1889,USA,Large ceratopsian,Medium
Linhenykus,Linhenykus,Linhe claw,Carnivore,0.9313745326824885,3.0527320404717138,0.29519183041875907,Bipedal,Late Cretaceous,Asia (China),"Small, specialized alvarezsaurid",2010,China,Single large claw on hand,Medium
Iliosuchus,Iliosuchus,ilium crocodile,Carnivore,2.1669707862363707,49.784597037923845,0.9284807712246677,Bipedal,Late Jurassic,Europe (UK),Theropod known from pelvic bones,1975,England,Small agile predator,Medium
Australodocus,Australodocus,southern beam,Herbivore,14.386423621472192,12182.45426385736,5.462459072849534,Quadrupedal,Late Jurassic (Tithonian),Africa (Tanzania),Diplodocoid sauropod with long neck,2007,"Tendaguru Formation, Tanzania",Tall neural spines; possibly related to Brachiosaurus,Low
Saichania,Saichania chulsanensis,Beautiful one,Herbivore,7.045775537567108,2110.569586514694,1.5404958420374513,Quadrupedal,Late Cretaceous (Campanian),Mongolia,Heavily armored ankylosaur with tail club and complex nasal passages,1977,Mongolia,Name means 'beautiful' in Mongolian; skull fused with armor,Medium
Airakoraptor,Airakoraptor,Eagle thief,carnivor,2.0945111311907167,45.89949982067137,0.7808874055471994,Bipedal,Mid Cretaceous,Kazakhstan,Possible dromaeosaurid; scant remains,2010,"Kyzyl Kum Desert, Kazakhstan",Partial hand talon; predatory dromaeosaur traits,High
Orcomimus,Orcomimus,Orco mimic,Carnivore,1.9485364687999795,74.48961499205853,0.9139507801104108,Bipedal,Late Jurassic,North America,Theropod dinosaur,2014,USA,Small predator,Unknown
Agilisaurus,Agilisaurus,Quick lizard,Herbivore,3.38019244987512,,1.2423320466641905,Bipedal,Middle Jurassic,China,Ornithischian; likely agile runner,1980s,"Gezhouba Quarry, China",Slender limbs; early ornithopod features,Medium
Rinconsaurus,Rinconsaurus,Rincon lizard,"herbivore ",9.400595308915339,6199.966565448227,3.7267784680769367,Quadrupedal,Late Cretaceous,South America,Titanosaur sauropod,1996,Argentina,Large sauropod,Medium
Lingwulong,Lingwulong,Lingwu dragon,,9.710876857701361,,3.9362102392809213,Quadrupedal,Early Jurassic,Asia (China),One of the earliest known diplodocoid sauropods,2018,China,Long-necked giant,Medium
Arackar,Arackar,Arackar (local name),Carnivore,5.69129370075337,320.87285824158727,1.52751869859504,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2019,Chile,Medium predator,Medium
Teinurosaurus,Teinurosaurus,"Teinurosaurus  ",Carnivore,6.286274337457222,366.47525582040515,1.8733236644741615,Bipedal,Late Jurassic,Europe,Theropod dinosaur,1939,France,Medium predator,Medium
Gracilisuchus,Gracilisuchus,slender crocodile,OMNIVORE,1.0013391058379306,5.2398390093119005,0.49332020581341646,Bipedal,Early to Middle Triassic,South America (Argentina),"Early archosaur, close to dinosaur lineage",1970,"Los Chañares Formation, Argentina",Important for archosaur evolution,Medium
Macrogryphosaurus,Macrogryphosaurus,Large curved lizard,Herbivore,6.212908412436946,270.35128778621055,1.8194468300910769,Bipedal,Late Cretaceous,South America,Iguanodontian ornithopod,2007,Argentina,Well-armored herbivore,Medium
Megalosaurus,Megalosaurus,Sand lizard,Herbivore,9.214797204910573,,2.9083597938180112,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Torvosaurus,Torvosaurus,"Torvosaurus (fearsome lizard)  ",Carnivore,10.966700545241068,3912.1621721698193,4.096346619838062,Bipedal,Late Jurassic,North America,Theropod dinosaur,1979,USA,Large predator,Medium
Baryonyx,Baryonyx,Almond tooth,Herbivore,8.934918060258378,1672.1574152078254,2.892731027590405,Quadrupedal,Middle Jurassic,Argentina,Basal sauropod,1947,Argentina,Teeth shape,Low
Coronosaurus,Coronosaurus,crowned lizard,Herbivore,5.014252585854835,1930.015733875779,1.8100017007658467,Quadrupedal,Late Cretaceous (Campanian),"North America (Alberta, Canada)",Ceratopsid with unique frill ornamentation,2012,"Dinosaur Park Formation, Alberta",Frill with many small hornlets; reclassified from Centrosaurus,Medium
Pawpawsaurus,Pawpawsaurus,Pawpaw lizard,Herbivore,5.984381457677605,1920.9004281189436,2.1887294415978302,Quadrupedal,Late Cretaceous,North America,Ankylosaurid dinosaur,1996,USA,Medium armored dinosaur,Unknown
Euoplocephalus,Euoplocephalus,Different lizard,Carnivore,13.127130937087838,,3.38309599779276,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium
Marasuchus,Marasuchus,Maras crocodile,Carnivore,1.0954232447972723,14.58980460855227,0.4593462105446359,Bipedal,Late Triassic,South America,Archosaur ancestor,1986,Argentina,"Small, agile dinosaur precursor",Unknown
Gobivenator,Gobivenator,Gobi hunter,"herbivore ",1.7804983377629964,,0.938840550245232,Bipedal,Late Cretaceous (Campanian),Asia (Mongolia),Troodontid with nearly complete skeleton,2014,"Djadokhta Formation, Mongolia",Highly birdlike traits; sharp claws and keen senses,High
Thotobolosaurus,Thotobolosaurus,"Thotobolo lizard  ",Herbivore,2.326650660925056,91.43689622374147,0.9839443943237227,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,2000,USA,Small ceratopsian,Medium
Vayuraptor,Vayuraptor,Vayu thief,Carnivore,3.2987533684748884,151.717110476008,1.0061815493812942,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2019,India,Small theropod,Small
Alamosaurus,Alamosaurus,Alamo lizard,Herbivore,18.961438267825354,35151.73640329655,7.633524399153506,Quadrupedal,Late Cretaceous (Maastrichtian),North America (USA),Large sauropod; likely solitary or small group grazer,1922,"Texas, USA",One of the largest North American dinosaurs; long neck and tail,Low
Malarguesaurus,Malarguesaurus,Malargüe lizard,Herbivore,17.809335482042165,,5.97922164075255,Quadrupedal,Late Cretaceous,South America,Titanosaurian sauropod,2005,Argentina,Large sauropod with robust build,Medium
Neimongosaurus,Neimongosaurus,Inner Mongolia lizard,Herbivore,5.011411337124661,1947.9518899873412,1.9880109266412938,Bipedal,Late Cretaceous,Asia (China),Titanosaurian sauropod,2000,China,Medium-sized sauropod,Unknown
Alpkarakush,Alpkarakush,Alp Karakush (local name),carnivor,,,,?,?,?,?,?,?,?,?
Notohypsilophodon,Notohypsilophodon,Southern Hypsilophodon,Herbivore,2.1486342803628453,16.48377436481426,0.8789690105590422,Bipedal,Late Cretaceous,South America,Ornithopod dinosaur,1984,Argentina,Small herbivorous dinosaur,Unknown
Gonkoken,Gonkoken,Gonkoken,Herbivore,8.504494624275793,3884.598570046504,2.83122621644305,Bipedal,Late Cretaceous,South America,Hadrosaur dinosaur,2021,Chile,Medium hadrosaur,Medium
Nigersaurus,Nigersaurus,Fused lizard,Herbivore,9.372878982189361,,3.4744983036092316,Quadrupedal,Late Cretaceous,North America,Armored,1908,Canada,Club tail,Medium
Trinisaura,Trinisaura,"Three-nosed lizard  ",Herbivor,1.838102800482977,19.196530377275888,0.9334987612381127,Bipedal,Late Cretaceous,Antarctica,Ornithopod dinosaur,2013,Antarctica,Small herbivore,Medium
Maxakalisaurus,Maxakalisaurus,La Amarga lizard,Herbivore,10.625749066487067,2518.207301631199,3.6648266159598073,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Galveosaurus,Galveosaurus,Galve lizard,Herbivore,8.275750518350083,3756.093960117896,3.174685396177944,Quadrupedal,Late Jurassic,Europe,Sauropod dinosaur,2005,Spain,Medium sauropod,Medium
Piatnitzkysaurus,Piatnitzkysaurus,Piatnitzky's lizard,Carnivore,6.073920369494282,603.6037652974074,2.070975662299922,Bipedal,Middle Jurassic,Argentina,Medium-sized theropod predator,1977,"Chubut Province, Argentina","Slender, agile build",Medium
Inosaurus,Inosaurus,Ino lizard (named after a place/person),Carnivore,3.690702988963858,299.20986438417145,1.3969198332675772,Bipedal,Late Jurassic,Asia (India),Theropod known from limited remains,1932,India,Possibly related to megalosaurids,Medium
Kulindadromeus,Kulindadromeus,Kulinda runner,Herbivore,1.473320624497466,20.170237730768434 kg,0.5829405496620289,Bipedal,Early Jurassic,Asia (Russia),Ornithischian dinosaur with feathers,2014,Russia,Feathered dinosaur,Medium
Iuticosaurus,Iuticosaurus,Iutici lizard (named after Iutici tribe),Herbivore,7.257580061790674,11499.920366110817,4.223734566781589,Quadrupedal,Late Cretaceous,Asia (Europe),Titanosaurian sauropod,1996,Europe,Large body and long tail,Low
Jingshanosaurus,Jingshanosaurus,Alvarez's lizard,Carnivore,2.1969549213120065,18.93193967712769,0.8716090729275037,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium
